Stacja1;Stacja2;Dystans
Jasienica Mazowiecka;Satopy-Samulewo;355,56
Jasienica Mazowiecka;Brzeg Dolny;322,53
Jasienica Mazowiecka;Tychowo;325,74
Jasienica Mazowiecka;Morag;438,2
Jasienica Mazowiecka;Zlotow;494,78
Jasienica Mazowiecka;Nowy Tomysl;159,1
Jasienica Mazowiecka;Chelm;470,35
Jasienica Mazowiecka;Pamiatkowo;162,07
Jasienica Mazowiecka;Laskowice Pomorskie;384,17
Jasienica Mazowiecka;Zalesie Gorne;108,22
Jasienica Mazowiecka;Iwin;366,35
Jasienica Mazowiecka;Witnica;14,68
Jasienica Mazowiecka;Boleslawiec;149,69
Jasienica Mazowiecka;Krzywizna;488,24
Jasienica Mazowiecka;Bytom;19,86
Jasienica Mazowiecka;Boguszow-Gorce Zachod;280,1
Jasienica Mazowiecka;Czarna Woda;487,15
Jasienica Mazowiecka;Chojna;397,1
Jasienica Mazowiecka;Dolice;481,44
Jasienica Mazowiecka;Pionki Zachodnie;380,07
Jasienica Mazowiecka;Sosnie Ostrowskie;415,24
Jasienica Mazowiecka;Naklo Notecia;36,9
Jasienica Mazowiecka;Kotomierz;478,77
Jasienica Mazowiecka;Lublin Glowny;156,17
Jasienica Mazowiecka;Warszawa Rembertow;196,94
Jasienica Mazowiecka;Szczecin Dabie;316,78
Jasienica Mazowiecka;Milanowek;188,27
Jasienica Mazowiecka;Sulechow;228,19
Jasienica Mazowiecka;Dzialdowo;439,05
Jasienica Mazowiecka;Sidra;118,98
Jasienica Mazowiecka;Nasielsk;293,48
Jasienica Mazowiecka;Mlawa;394,38
Jasienica Mazowiecka;Sterkowiec;343,15
Jasienica Mazowiecka;Dabrowa Bialostocka;13,09
Jasienica Mazowiecka;Lednogora;125,81
Jasienica Mazowiecka;Polanica-Zdroj;122,79
Jasienica Mazowiecka;Wejherowo;338,96
Jasienica Mazowiecka;Lencze;444,37
Jasienica Mazowiecka;Mieszkow;131,72
Jasienica Mazowiecka;Poznan Debiec;253,75
Jasienica Mazowiecka;Zawadzkie;135,93
Jasienica Mazowiecka;Chynow;66,67
Jasienica Mazowiecka;Zielonka Pomorska;499,9
Jasienica Mazowiecka;Barchow;167,83
Jasienica Mazowiecka;Taczanow;377,98
Jasienica Mazowiecka;Oborniki Wielkopolskie;351,81
Jasienica Mazowiecka;Kepno;173,63
Jasienica Mazowiecka;Bydgoszcz Zachod;146,48
Jasienica Mazowiecka;Zdrody Nowe;425,98
Jasienica Mazowiecka;Korzensko;17,07
Jasienica Mazowiecka;Prudnik;254,4
Jasienica Mazowiecka;Piotrkow Trybunalski;328,4
Jasienica Mazowiecka;Kudowa-Zdroj;118,18
Jasienica Mazowiecka;Sierakowice Skierniewickie;40,2
Jasienica Mazowiecka;Malkinia Malkinia;74,62
Jasienica Mazowiecka;Szczytno;181,15
Jasienica Mazowiecka;Zgorzelec Ujazd;21,13
Jasienica Mazowiecka;Sadurki;186,06
Jasienica Mazowiecka;Chelm Miasto;179,94
Jasienica Mazowiecka;Wloclawek Zazamcze;431,53
Jasienica Mazowiecka;Brwinow;328,06
Jasienica Mazowiecka;Raciborz;80,14
Jasienica Mazowiecka;Radymno;236,42
Jasienica Mazowiecka;Mialy;291,27
Jasienica Mazowiecka;Warszawa Zachodnia;472,31
Jasienica Mazowiecka;Szklarska Poreba Gorna;419,3
Jasienica Mazowiecka;Wasilkow;287,85
Jasienica Mazowiecka;Konin;171,25
Jasienica Mazowiecka;Miedzyrzec Podlaski;472,91
Jasienica Mazowiecka;Debica;124,74
Jasienica Mazowiecka;Bydgoszcz Legnowo;428,12
Jasienica Mazowiecka;Hel;252,29
Jasienica Mazowiecka;Bardo Przylek;109,39
Jasienica Mazowiecka;Kamienna Nowa;59,62
Jasienica Mazowiecka;Leczyca;497,41
Jasienica Mazowiecka;Jablon Koscielna;6,87
Jasienica Mazowiecka;Bystrzyca Klodzka Przedmiescie;156,7
Jasienica Mazowiecka;Poronin;77,77
Jasienica Mazowiecka;Rzepin;326,17
Jasienica Mazowiecka;Wroclaw Glowny;206,4
Jasienica Mazowiecka;Zdzieszowice;365,88
Jasienica Mazowiecka;Janinow;256,09
Jasienica Mazowiecka;Malczyce;494,25
Jasienica Mazowiecka;Koniecpol;92,55
Jasienica Mazowiecka;Klodzko Glowne;339,98
Jasienica Mazowiecka;Jasien Brzeski;13,16
Jasienica Mazowiecka;Chrzesne;34,33
Jasienica Mazowiecka;Stryszow;180,96
Jasienica Mazowiecka;Lipowa Tucholska;172,84
Jasienica Mazowiecka;Rzeszow Glowny;80,59
Jasienica Mazowiecka;Zblewo;111,72
Jasienica Mazowiecka;Gorzow Wielkopolski;205,98
Jasienica Mazowiecka;Zlotniki Kujawskie;88,94
Jasienica Mazowiecka;Lubliniec;242,72
Jasienica Mazowiecka;Biskupice Wielkopolskie;472,67
Jasienica Mazowiecka;Poznan Garbary;127,24
Jasienica Mazowiecka;Kolodziejewo;121,84
Jasienica Mazowiecka;Racibory Nowe;317,42
Jasienica Mazowiecka;Bialystok;468,45
Jasienica Mazowiecka;Lukow;434,96
Jasienica Mazowiecka;Warszawa Gdanska;353,43
Jasienica Mazowiecka;Miechow;143,86
Jasienica Mazowiecka;Kostrzyn Kostrzyn;119,29
Jasienica Mazowiecka;Krakow Plaszow;145,8
Jasienica Mazowiecka;Kowalewo Pomorskie;457,93
Jasienica Mazowiecka;Suchedniow;492,11
Jasienica Mazowiecka;Mrozy;366,17
Jasienica Mazowiecka;Zlocieniec;361,83
Jasienica Mazowiecka;Michalin;164,95
Jasienica Mazowiecka;Olsztyn Zachodni;425,66
Jasienica Mazowiecka;Pruszkow;85,29
Jasienica Mazowiecka;Lodz Chojny;372,27
Jasienica Mazowiecka;Bednary;291,38
Jasienica Mazowiecka;Puck;458,09
Jasienica Mazowiecka;Opole Glowne;479,67
Jasienica Mazowiecka;Kielce;82,4
Jasienica Mazowiecka;Kornelin;234,38
Jasienica Mazowiecka;Panki;446,76
Jasienica Mazowiecka;Wabrzezno;48,59
Jasienica Mazowiecka;Zbaszynek;273,63
Jasienica Mazowiecka;Leszno;162,84
Jasienica Mazowiecka;Bielsk Podlaski;467,67
Jasienica Mazowiecka;Sucha Beskidzka;176,6
Jasienica Mazowiecka;Baborowko;183,41
Jasienica Mazowiecka;Smolec;229,29
Jasienica Mazowiecka;Wloclawek;78,73
Jasienica Mazowiecka;Sierakow Slaski;467,42
Jasienica Mazowiecka;Poznan Wola;148,43
Jasienica Mazowiecka;Kotlin;27,85
Jasienica Mazowiecka;Pobiedziska;125,33
Jasienica Mazowiecka;Zbaszyn;482,32
Jasienica Mazowiecka;Wydminy;314,87
Jasienica Mazowiecka;Balinka;331,29
Jasienica Mazowiecka;Sochaczew;156,67
Jasienica Mazowiecka;Zajezierze Kolo;403,83
Jasienica Mazowiecka;Tluszcz;438,35
Jasienica Mazowiecka;Rybnik;242,59
Jasienica Mazowiecka;Jastrzebna;6,28
Jasienica Mazowiecka;Siedlce;36,8
Jasienica Mazowiecka;Ilowiec;26,16
Jasienica Mazowiecka;Lobez;51,19
Jasienica Mazowiecka;Bialy Bor;251,06
Jasienica Mazowiecka;Mokra Mokra;338,1
Jasienica Mazowiecka;Silno;253,94
Jasienica Mazowiecka;Bytom Odrzanski;373,62
Jasienica Mazowiecka;Szydlow;435,33
Jasienica Mazowiecka;Blonie;59,09
Jasienica Mazowiecka;Jezewo;55,94
Jasienica Mazowiecka;Wierzchucin;410,12
Jasienica Mazowiecka;Wilkoszewice;316,17
Jasienica Mazowiecka;Swarzedz;75,57
Jasienica Mazowiecka;Lowczowek Plesna;171,13
Jasienica Mazowiecka;Bielsko-Biala Glowna;259,95
Jasienica Mazowiecka;Trzcianka;292,14
Jasienica Mazowiecka;Kuznica Bialostocka;105,06
Jasienica Mazowiecka;Slawno;431,55
Jasienica Mazowiecka;Gliwice;34,27
Jasienica Mazowiecka;Jedrzejow;70,44
Jasienica Mazowiecka;Grzmiaca;431,29
Jasienica Mazowiecka;Strzalkowo;450,93
Jasienica Mazowiecka;Miedzylesie;455,5
Jasienica Mazowiecka;Piastow;34,98
Jasienica Mazowiecka;Czerwiensk;300,1
Jasienica Mazowiecka;Miedzyzdroje;74,9
Jasienica Mazowiecka;Wrzesnia;422,52
Jasienica Mazowiecka;Lipka Krajenska;348,03
Jasienica Mazowiecka;Knyszyn;269,68
Jasienica Mazowiecka;Sroda Wielkopolska;224,78
Jasienica Mazowiecka;Jelenia Gora;138,76
Jasienica Mazowiecka;Krzeszowice;261,44
Jasienica Mazowiecka;Dabrowa Gornicza;21,03
Jasienica Mazowiecka;Milik;69,26
Jasienica Mazowiecka;Strykow;143,38
Jasienica Mazowiecka;Jarocin;470,56
Jasienica Mazowiecka;Olesno Slaskie;64,36
Jasienica Mazowiecka;Zegiestow Zdroj;105,8
Jasienica Mazowiecka;Kamien Pomorski;348,3
Jasienica Mazowiecka;Dobieszyn;394,69
Jasienica Mazowiecka;Bardo Slaskie;163,65
Jasienica Mazowiecka;Bialogard;25,93
Jasienica Mazowiecka;Budachow;254,76
Jasienica Mazowiecka;Bialosliwie;147,68
Jasienica Mazowiecka;Dobiegniew;157,07
Jasienica Mazowiecka;Maksymilianowo;192,26
Jasienica Mazowiecka;Biala Podlaska;171,55
Jasienica Mazowiecka;Siemiatycze;125,45
Jasienica Mazowiecka;Naleczow;173,77
Jasienica Mazowiecka;Zebrzydowice;299,43
Jasienica Mazowiecka;Sztum;433,47
Jasienica Mazowiecka;Przeworsk;382,8
Jasienica Mazowiecka;Kutno;447,61
Jasienica Mazowiecka;Kolo;172,77
Jasienica Mazowiecka;Warszawa Wlochy;174,67
Jasienica Mazowiecka;Babimost;390,98
Jasienica Mazowiecka;Warszawa Stadion;318,93
Jasienica Mazowiecka;Sieradz;149,62
Jasienica Mazowiecka;Nowy Sacz;45,15
Jasienica Mazowiecka;Elblag;455,16
Jasienica Mazowiecka;Wrzosow;497,58
Jasienica Mazowiecka;Korsze;375,67
Jasienica Mazowiecka;Jaroslaw;325,49
Jasienica Mazowiecka;Siechnice;266,36
Jasienica Mazowiecka;Warszawa Powisle;248,71
Jasienica Mazowiecka;Podborsko;272,87
Jasienica Mazowiecka;Warszawa Miedzylesie;373,37
Jasienica Mazowiecka;Pelplin;462,12
Jasienica Mazowiecka;Mlodow;209,15
Jasienica Mazowiecka;Krasiejow;380,51
Jasienica Mazowiecka;Kowalow;285,16
Jasienica Mazowiecka;Sosnowiec Glowny;318,23
Jasienica Mazowiecka;Rytro;269,67
Jasienica Mazowiecka;Lugi Gorzyckie;363,92
Jasienica Mazowiecka;Gadkow Wielki;429,64
Jasienica Mazowiecka;Anieliny;169,48
Jasienica Mazowiecka;Laskarzew Przystanek;14,2
Jasienica Mazowiecka;Minsk Mazowiecki;335,08
Jasienica Mazowiecka;Pilawa;99,54
Jasienica Mazowiecka;Lipno Nowe;286,58
Jasienica Mazowiecka;Potegowo;361,77
Jasienica Mazowiecka;Pierzyska;152,17
Jasienica Mazowiecka;Mogilno;47,69
Jasienica Mazowiecka;Stare Bojanowo;458,5
Jasienica Mazowiecka;Gniezno;293,24
Jasienica Mazowiecka;Krakow Swoszowice;128,18
Jasienica Mazowiecka;Pleszew;160,5
Jasienica Mazowiecka;Kielpino Kartuskie;439,55
Jasienica Mazowiecka;Barcice;381,26
Jasienica Mazowiecka;Zabkowice Slaskie;133,53
Jasienica Mazowiecka;Kolobrzeg;352,0
Jasienica Mazowiecka;Przywory Opolskie;275,11
Jasienica Mazowiecka;Wierchomla Wielka;99,53
Jasienica Mazowiecka;Gdansk Wrzeszcz;482,86
Jasienica Mazowiecka;Skierniewice;397,64
Jasienica Mazowiecka;Steszew;347,57
Jasienica Mazowiecka;Czarna Tarnowska;230,05
Jasienica Mazowiecka;Przetycz Stare;330,96
Jasienica Mazowiecka;Debe Wielkie;140,1
Jasienica Mazowiecka;Grupa;428,59
Jasienica Mazowiecka;Wieliczka Park;482,29
Jasienica Mazowiecka;Jawor;378,42
Jasienica Mazowiecka;Katowice Ligota;36,95
Jasienica Mazowiecka;Lomnica-Zdroj;36,9
Jasienica Mazowiecka;Jozefow;299,31
Jasienica Mazowiecka;Kobylnica;122,33
Jasienica Mazowiecka;Piwniczna;311,99
Jasienica Mazowiecka;Gryfice;423,09
Jasienica Mazowiecka;Slupsk;363,5
Jasienica Mazowiecka;Oswiecim;208,54
Jasienica Mazowiecka;Gdansk Glowny;187,5
Jasienica Mazowiecka;Oborniki Slaskie;476,81
Jasienica Mazowiecka;Budzyn;37,05
Jasienica Mazowiecka;Rybnik Paruszowiec;322,17
Jasienica Mazowiecka;Wroclaw Lesnica;352,0
Jasienica Mazowiecka;Wroclaw Brochow;421,09
Jasienica Mazowiecka;Gluszyca;7,27
Jasienica Mazowiecka;Torun Wschodni;12,81
Jasienica Mazowiecka;Stare Pole;456,51
Jasienica Mazowiecka;Jastarnia;294,33
Jasienica Mazowiecka;Warszawa Wilenska;88,06
Jasienica Mazowiecka;Miedzyborow;497,8
Jasienica Mazowiecka;Pabianice;68,16
Jasienica Mazowiecka;Zarow;362,8
Jasienica Mazowiecka;Leba;14,36
Jasienica Mazowiecka;Pobiedziska Letnisko;41,3
Jasienica Mazowiecka;Biadoliny;313,37
Jasienica Mazowiecka;Andrychow;75,07
Jasienica Mazowiecka;Rosochatka;422,72
Jasienica Mazowiecka;Rumia;104,12
Jasienica Mazowiecka;Rawicz;267,25
Jasienica Mazowiecka;Zielona Gora Glowna;474,43
Jasienica Mazowiecka;Czerwonka;22,7
Jasienica Mazowiecka;Chorzow Batory;294,94
Jasienica Mazowiecka;Puszczykowko;30,51
Jasienica Mazowiecka;Strzebielino Morskie;228,14
Jasienica Mazowiecka;Warka;186,59
Jasienica Mazowiecka;Malowice Wolowskie;209,15
Jasienica Mazowiecka;Pruszcz Gdanski;11,02
Jasienica Mazowiecka;Chocicza;15,47
Jasienica Mazowiecka;Czarna Bialostocka;204,43
Jasienica Mazowiecka;Podlasek;317,17
Jasienica Mazowiecka;Baby;268,32
Jasienica Mazowiecka;Radziwillow Mazowiecki;137,11
Jasienica Mazowiecka;Krasnik;332,14
Jasienica Mazowiecka;Lutol Suchy;482,13
Jasienica Mazowiecka;Zabki;5,65
Jasienica Mazowiecka;Radomsko;191,2
Jasienica Mazowiecka;Wroclaw Zachodni;36,63
Jasienica Mazowiecka;Jastrzab;463,7
Jasienica Mazowiecka;Glogowek;80,22
Jasienica Mazowiecka;Miasteczko Krajenskie;178,63
Jasienica Mazowiecka;Scinawa;38,48
Jasienica Mazowiecka;Osie;253,89
Jasienica Mazowiecka;Dobczyn;425,47
Jasienica Mazowiecka;Pepowo;96,84
Jasienica Mazowiecka;Pomiechowek;102,88
Jasienica Mazowiecka;Twarda Gora;440,53
Jasienica Mazowiecka;Gdynia Chylonia;363,61
Jasienica Mazowiecka;Strzelce Opolskie;424,6
Jasienica Mazowiecka;Oborzyska Stare;343,51
Jasienica Mazowiecka;Gronowo Elblaskie;425,62
Jasienica Mazowiecka;Celestynow;48,07
Jasienica Mazowiecka;Kedzierzyn-Kozle;430,56
Jasienica Mazowiecka;Bierzwnik;196,8
Jasienica Mazowiecka;Luzino;127,18
Jasienica Mazowiecka;Opole Groszowice;185,57
Jasienica Mazowiecka;Gdynia Glowna;390,08
Jasienica Mazowiecka;Starczow;302,02
Jasienica Mazowiecka;Glowno;181,81
Jasienica Mazowiecka;Belchow;133,15
Jasienica Mazowiecka;Kostrzyn Wielkopolski;5,06
Jasienica Mazowiecka;Dziewule;96,84
Jasienica Mazowiecka;Wroclaw Osobowice;86,34
Jasienica Mazowiecka;Godetowo;367,12
Jasienica Mazowiecka;Sedziszow Malopolski;77,69
Jasienica Mazowiecka;Radom Glowny;241,7
Jasienica Mazowiecka;Ostrzeszow;263,43
Jasienica Mazowiecka;Swiebodzice;183,57
Jasienica Mazowiecka;Swinoujscie;423,26
Jasienica Mazowiecka;Wierzchowo Czluchowskie;27,74
Jasienica Mazowiecka;Deblin;296,61
Jasienica Mazowiecka;Nowa Wies Wielka;326,04
Jasienica Mazowiecka;Ruda Slaska;468,0
Jasienica Mazowiecka;Skorzewo;275,91
Jasienica Mazowiecka;Gorzanow;342,57
Jasienica Mazowiecka;Stara Lubianka;156,85
Jasienica Mazowiecka;Grabow Pilica;11,56
Jasienica Mazowiecka;Lezajsk;483,91
Jasienica Mazowiecka;Lodz Widzew;264,22
Jasienica Mazowiecka;Swieta Katarzyna;225,27
Jasienica Mazowiecka;Cekcyn;302,28
Jasienica Mazowiecka;Zyrardow;456,74
Jasienica Mazowiecka;Smetowo Smetowo;370,92
Jasienica Mazowiecka;Okonek;308,26
Jasienica Mazowiecka;Olesnica;250,0
Jasienica Mazowiecka;Domaszkow;353,69
Jasienica Mazowiecka;Morzeszczyn;408,23
Jasienica Mazowiecka;Dziembowko;64,9
Jasienica Mazowiecka;Czestochowa Stradom;347,8
Jasienica Mazowiecka;Chojnow;94,04
Jasienica Mazowiecka;Sulkowice;309,58
Jasienica Mazowiecka;Wroclaw Psie;245,67
Jasienica Mazowiecka;Rogow;294,51
Jasienica Mazowiecka;Boleszkowice;459,31
Jasienica Mazowiecka;Paslek;77,16
Jasienica Mazowiecka;Runowo Pomorskie;13,37
Jasienica Mazowiecka;Ruda Wielka;225,46
Jasienica Mazowiecka;Pulawy Miasto;456,87
Jasienica Mazowiecka;Plociczno Suwalk;192,52
Jasienica Mazowiecka;Sedzislaw;395,44
Jasienica Mazowiecka;Prabuty;249,34
Jasienica Mazowiecka;Czaplinek;134,99
Jasienica Mazowiecka;Kundzin;224,75
Jasienica Mazowiecka;Tarnow;101,02
Jasienica Mazowiecka;Zielonczyn;429,08
Jasienica Mazowiecka;Stronie;70,57
Jasienica Mazowiecka;Bincze;347,18
Jasienica Mazowiecka;Kluczbork;188,15
Jasienica Mazowiecka;Kolumna;396,08
Jasienica Mazowiecka;Czempin;6,92
Jasienica Mazowiecka;Strzelce Krajenskie Wschod;63,14
Jasienica Mazowiecka;Katowice;64,53
Jasienica Mazowiecka;Nowe Drezdenko;260,42
Jasienica Mazowiecka;Rokietnica;408,76
Jasienica Mazowiecka;Terespol;385,69
Jasienica Mazowiecka;Gniewkowo;384,94
Jasienica Mazowiecka;Olawa;94,85
Jasienica Mazowiecka;Zgierz;461,59
Jasienica Mazowiecka;Bukowo;62,26
Jasienica Mazowiecka;Ozarow Mazowiecki Ozarow;43,64
Jasienica Mazowiecka;Suwalki;77,17
Jasienica Mazowiecka;Zagan;318,38
Jasienica Mazowiecka;Zywiec;333,63
Jasienica Mazowiecka;Slonice;465,17
Jasienica Mazowiecka;Rytel;476,09
Jasienica Mazowiecka;Gizycko;488,76
Jasienica Mazowiecka;Stalowa Wola Rozwadow;22,16
Jasienica Mazowiecka;Warszawa WKD;184,22
Jasienica Mazowiecka;Bialystok Bacieczki;82,84
Jasienica Mazowiecka;Chodziez;335,67
Jasienica Mazowiecka;Wloszczowa;446,05
Jasienica Mazowiecka;Torun Miasto;438,01
Jasienica Mazowiecka;Otwock;498,85
Jasienica Mazowiecka;Greboszow;236,89
Jasienica Mazowiecka;Gdansk Oliwa;476,16
Jasienica Mazowiecka;Luban Slaski;248,96
Jasienica Mazowiecka;Rybnik Niedobczyce;445,21
Jasienica Mazowiecka;Smardzow Wroclawski;419,06
Jasienica Mazowiecka;Swidnik Miasto;252,04
Jasienica Mazowiecka;Tarnowskie Gory;425,55
Jasienica Mazowiecka;Elk;179,79
Jasienica Mazowiecka;Koszalin;439,63
Jasienica Mazowiecka;Warszawa Ursus;134,43
Jasienica Mazowiecka;Sopot;238,43
Jasienica Mazowiecka;Nieszawa Waganiec;374,12
Jasienica Mazowiecka;Kanie;64,16
Jasienica Mazowiecka;Kalisz Kaszubski;245,7
Jasienica Mazowiecka;Garwolin;300,13
Jasienica Mazowiecka;Paledzie;76,84
Jasienica Mazowiecka;Zubrzyk;495,34
Jasienica Mazowiecka;Szczytna;11,38
Jasienica Mazowiecka;Slawiecice;288,38
Jasienica Mazowiecka;Poraj;123,75
Osielec;Krzyz Krzyz;31,03
Osielec;Katy Wroclawskie;338,72
Osielec;Ksieginice;159,82
Osielec;Skokowa;165,86
Osielec;Szepietowo;124,45
Osielec;Zukowo Wschodnie;420,55
Osielec;Stargard;12,35
Osielec;Olsztyn Glowny;130,42
Osielec;Slupca;37,56
Osielec;Stare Kurowo;486,45
Osielec;Glucholazy;80,64
Osielec;Trakiszki;103,68
Osielec;Koszecin;358,52
Osielec;Wroclaw Pracze;326,71
Osielec;Wegliniec;275,51
Osielec;Wolin;43,98
Osielec;Legnica;192,5
Osielec;Kalisz;412,02
Osielec;Machnacz;78,89
Osielec;Swidwin;69,59
Osielec;Monki;408,15
Osielec;Nowiny Wielkie;319,14
Osielec;Warszawa Ochota;369,34
Osielec;Dobroszyce;79,2
Osielec;Susz;228,58
Osielec;Jaworzyna Slaska;180,34
Osielec;Bydgoszcz Glowna;450,27
Osielec;Ilawa Glowna;409,75
Osielec;Golubie Kaszubskie;381,07
Osielec;Modlin Nowy;483,66
Osielec;Witaszyce;307,59
Osielec;Jablonowo Pomorskie;463,78
Osielec;Drawski Mlyn;131,64
Osielec;Lodz Kaliska;255,81
Osielec;Tczew;95,97
Osielec;Dziemiany Kaszubskie;357,06
Osielec;Duszniki-Zdroj;439,84
Osielec;Ziebice;153,01
Osielec;Nidzica;472,89
Osielec;Lowicz Glowny;59,87
Osielec;Scinawka Srednia;425,69
Osielec;NowaWies Mochy;172,24
Osielec;Rogozno Wielkopolskie;429,65
Osielec;Gorzkowice;469,31
Osielec;Stary Sacz;409,71
Osielec;Klodawa;338,59
Osielec;Poznan Glowny;205,78
Osielec;Lebork;29,56
Osielec;Borowa Olesnicka;182,2
Osielec;Wroclaw Kuzniki;326,65
Osielec;Turzno;254,19
Osielec;Serock;257,24
Osielec;Bochnia;277,93
Osielec;Wolczyn;475,59
Osielec;Koluszki;245,32
Osielec;Osowiec;186,88
Osielec;Kaliska;259,16
Osielec;Swiekatowo;452,1
Osielec;Damnica;98,77
Osielec;Pierzchno;9,67
Osielec;Warszawa Srodmiescie;431,37
Osielec;Walbrzych Miasto;91,34
Osielec;Rabka-Zdroj;308,88
Osielec;Bladzim;160,32
Osielec;Wronki;133,44
Osielec;Lancut;75,98
Osielec;Wloszakowice;47,56
Osielec;Opalenica;152,41
Osielec;Imbramowice;247,76
Osielec;Lubon Poznania;485,44
Osielec;Ciechanow;193,61
Osielec;Czeremcha;179,54
Osielec;Brusy;133,46
Osielec;Roztoki Bystrzyckie;319,74
Osielec;Szymiszow;300,01
Osielec;Sulejowek Milosna;379,88
Osielec;Krakow Glowny;128,71
Osielec;Kamieniec Zabkowicki;30,56
Osielec;Warszawa Wschodnia;484,53
Osielec;Bierutow;41,57
Osielec;Kaliska Kujawskie;263,06
Osielec;Parlin;88,91
Osielec;Szamotuly;368,43
Osielec;Grodzisk Mazowiecki;322,97
Osielec;Janikowo;48,68
Osielec;Plochocin;107,69
Osielec;Konopki;255,27
Osielec;Szczecinek;488,18
Osielec;Zary;158,65
Osielec;Raba Wyzna;249,03
Osielec;Barlogi;283,52
Osielec;Tomaszow Mazowiecki;143,06
Osielec;Zawiercie;32,4
Osielec;Pszczyna;103,08
Osielec;Szczepki;483,98
Osielec;Satopy-Samulewo;363,69
Osielec;Brzeg Dolny;365,37
Osielec;Tychowo;343,94
Osielec;Morag;261,64
Osielec;Zlotow;156,32
Osielec;Nowy Tomysl;298,88
Osielec;Chelm;52,18
Osielec;Pamiatkowo;489,76
Osielec;Laskowice Pomorskie;433,19
Osielec;Zalesie Gorne;102,35
Osielec;Iwin;239,87
Osielec;Witnica;54,5
Osielec;Boleslawiec;216,75
Osielec;Krzywizna;117,62
Osielec;Bytom;162,41
Osielec;Boguszow-Gorce Zachod;456,75
Osielec;Czarna Woda;317,16
Osielec;Chojna;133,65
Osielec;Dolice;200,58
Osielec;Pionki Zachodnie;123,16
Osielec;Sosnie Ostrowskie;198,67
Osielec;Naklo Notecia;16,87
Osielec;Kotomierz;420,49
Osielec;Lublin Glowny;421,74
Osielec;Warszawa Rembertow;152,98
Osielec;Szczecin Dabie;231,47
Osielec;Milanowek;257,56
Osielec;Sulechow;34,11
Osielec;Dzialdowo;482,11
Osielec;Sidra;91,31
Osielec;Nasielsk;204,87
Osielec;Mlawa;93,86
Osielec;Sterkowiec;484,89
Osielec;Dabrowa Bialostocka;465,24
Osielec;Lednogora;460,92
Osielec;Polanica-Zdroj;389,87
Osielec;Wejherowo;346,47
Osielec;Lencze;5,09
Osielec;Mieszkow;459,11
Osielec;Poznan Debiec;476,93
Osielec;Zawadzkie;484,04
Osielec;Chynow;36,59
Osielec;Zielonka Pomorska;480,05
Osielec;Barchow;272,37
Osielec;Taczanow;385,98
Osielec;Oborniki Wielkopolskie;372,55
Osielec;Kepno;36,12
Osielec;Bydgoszcz Zachod;155,28
Osielec;Zdrody Nowe;357,86
Osielec;Korzensko;455,15
Osielec;Prudnik;411,88
Osielec;Piotrkow Trybunalski;352,56
Osielec;Kudowa-Zdroj;88,81
Osielec;Sierakowice Skierniewickie;132,74
Osielec;Malkinia Malkinia;225,92
Osielec;Szczytno;68,62
Osielec;Zgorzelec Ujazd;46,42
Osielec;Sadurki;440,9
Osielec;Chelm Miasto;465,66
Osielec;Wloclawek Zazamcze;443,56
Osielec;Brwinow;33,51
Osielec;Raciborz;53,7
Osielec;Radymno;477,52
Osielec;Mialy;486,95
Osielec;Warszawa Zachodnia;455,57
Osielec;Szklarska Poreba Gorna;358,55
Osielec;Wasilkow;227,39
Osielec;Konin;89,99
Osielec;Miedzyrzec Podlaski;206,13
Osielec;Debica;473,7
Osielec;Bydgoszcz Legnowo;390,94
Osielec;Hel;242,87
Osielec;Bardo Przylek;77,11
Osielec;Kamienna Nowa;68,22
Osielec;Leczyca;373,42
Osielec;Jablon Koscielna;315,75
Osielec;Bystrzyca Klodzka Przedmiescie;417,87
Osielec;Poronin;41,89
Osielec;Rzepin;182,54
Osielec;Wroclaw Glowny;109,07
Osielec;Zdzieszowice;300,27
Osielec;Janinow;445,63
Osielec;Malczyce;42,61
Osielec;Koniecpol;442,04
Osielec;Klodzko Glowne;477,0
Osielec;Jasien Brzeski;111,25
Osielec;Chrzesne;73,42
Osielec;Stryszow;293,75
Osielec;Lipowa Tucholska;146,12
Osielec;Rzeszow Glowny;367,94
Osielec;Zblewo;480,0
Osielec;Gorzow Wielkopolski;28,7
Osielec;Zlotniki Kujawskie;117,96
Osielec;Lubliniec;391,54
Osielec;Biskupice Wielkopolskie;94,21
Osielec;Poznan Garbary;310,3
Osielec;Kolodziejewo;497,64
Osielec;Racibory Nowe;150,9
Osielec;Bialystok;186,64
Osielec;Lukow;359,88
Osielec;Warszawa Gdanska;228,36
Osielec;Miechow;288,31
Osielec;Kostrzyn Kostrzyn;157,12
Osielec;Krakow Plaszow;439,29
Osielec;Kowalewo Pomorskie;179,52
Osielec;Suchedniow;65,88
Osielec;Mrozy;454,27
Osielec;Zlocieniec;381,19
Osielec;Michalin;380,26
Osielec;Olsztyn Zachodni;396,14
Osielec;Pruszkow;469,94
Osielec;Lodz Chojny;435,01
Osielec;Bednary;116,99
Osielec;Puck;139,77
Osielec;Opole Glowne;489,79
Osielec;Kielce;181,29
Osielec;Kornelin;180,93
Osielec;Panki;186,52
Osielec;Wabrzezno;294,95
Osielec;Zbaszynek;143,14
Osielec;Leszno;187,04
Osielec;Bielsk Podlaski;446,84
Osielec;Sucha Beskidzka;181,51
Osielec;Baborowko;378,37
Osielec;Smolec;389,03
Osielec;Wloclawek;268,55
Osielec;Sierakow Slaski;350,72
Osielec;Poznan Wola;43,19
Osielec;Kotlin;81,09
